cell_type_name,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127
nasal mucosa goblet cell,3.2842553,0.15198149,0.048991304,0.11748037,0.20342287,0.037028663,0.6291655,0.28327703,0.052975133,0.40914464,0.010743356,3.538106,1.2235564,0.14539446,3.039746,3.5258286,0.5260345,0.8793129,0.02269216,0.17996264,1.399782,0.21148588,3.4243517,0.11652639,0.19758967,2.4240339,1.0044792,2.2569764,0.13036504,0.6320715,2.190988,0.06469317,0.058621865,2.4375553,0.037385434,0.97679424,0.036558643,0.73962057,0.067881756,0.43162084,0.8766231,0.04105136,1.2373952,0.3998474,0.098216616,0.017022936,0.96269596,0.15306602,0.06894038,2.7217407,0.7678822,3.0230982,0.012819303,0.6848186,0.12797374,2.3941562,2.030671,0.07245511,0.8286818,0.5360112,0.31614637,0.042071633,0.7237672,0.2547334,0.5243255,0.15473802,0.18510187,0.040061772,3.440292,0.14079373,0.3832714,3.0355225,2.3085818,1.6088845,1.0687854,1.224793,0.30380547,2.4775324,0.12409021,1.2143558,0.22963992,0.474847,0.30046022,0.08027534,1.6223028,0.09788516,1.2476221,1.2415897,0.8826068,2.8058364,0.32853982,1.4960124,0.09164026,2.2822053,0.14294063,0.1377039,0.26408052,0.10844843,0.080268785,0.23585051,1.0597686,1.2620555,0.11919906,1.4045528,0.8613198,0.037922956,1.2285953,1.2526535,2.1172078,0.043627013,1.7829164,0.15051275,0.8781919,1.8407279,3.7560868,0.352439,3.0268874,0.032734655,1.5356948,1.5652279,1.5510364,0.4616133,0.33804503,0.102447994,2.5056636,3.2691998,3.0921605,0.19308731
natural killer cell,2.020383,2.2753642,0.17338501,0.49494058,0.3268156,0.86826956,0.73938173,0.3247764,1.2913648,0.20862503,0.779379,1.6729524,0.114483915,0.41679022,0.20148857,1.5260793,1.5510414,0.18500766,0.8813532,0.17261486,1.7507304,2.2827828,0.46497402,0.9096013,0.2999005,0.26867494,1.0435573,0.92990077,1.2917335,1.3246732,0.84543383,0.83972746,1.3241853,0.65275925,0.7447237,0.30030578,0.3867605,0.22295828,1.197148,0.59532446,0.07895497,0.9356386,0.31287566,0.8569152,0.69396484,0.084489405,0.7490269,0.6210485,1.5033882,0.1548384,0.3399603,2.1018023,0.37880582,0.22760217,0.45779687,0.9026322,0.98194426,1.0947274,0.45795482,0.89732355,0.62522763,1.0312902,1.1284977,1.002023,1.3510514,0.3584222,1.0450816,1.6515718,2.3913977,1.625154,0.49422503,2.766358,0.27418151,0.34085402,0.49969363,0.45093802,0.14208476,0.07376375,1.4426548,0.44350904,1.5578113,0.93970066,1.5706183,0.99901307,0.11616055,2.689155,0.235376,0.3342126,0.121470995,0.5903247,1.4130075,0.1629771,0.24217317,0.8405553,0.1879194,1.7028583,1.535644,1.2646865,0.43716463,1.3128484,1.4735242,0.7191283,0.776448,0.24382913,0.13480483,2.3166862,1.6449895,0.08658816,0.5606398,0.43204528,1.9346389,0.5898357,1.0393755,0.5373637,2.3707514,1.428849,0.15055847,0.33509022,0.5152122,0.17325902,0.65978074,2.033714,0.39468166,1.432586,0.14053617,1.8160682,0.23489963,1.6932608
near-projecting glutamatergic cortical neuron,0.0049988455,0.73172337,0.4875698,0.6029794,0.49681777,0.66837263,0.4433973,0.058045283,0.7867568,1.7655486,0.6621434,0.028965324,0.041030202,0.012383829,0.17845857,0.019964635,0.01147367,4.625466,0.012898354,0.28728792,0.035141535,0.2621317,3.7941902,0.35990307,4.3899627,1.3467027,0.0017217849,0.48097828,0.18874007,0.05342375,0.71445614,0.012093073,0.0036646782,0.41249245,0.8250208,0.106708966,0.7519855,2.8296542,0.7913058,1.7164236,0.12239091,4.2847877,0.010966827,1.7586343,4.591146,0.40780643,0.40810898,0.033085812,0.0010528798,0.07949116,0.4235786,1.961724,0.21626966,0.92942363,0.7703626,0.4087923,0.00713925,0.030977271,0.0053293016,0.15206411,2.0361624,0.04500184,0.31651968,1.2999793,0.0059322026,1.9968741,1.1726377,2.2248516,2.0953074,0.004881513,0.7090487,2.704941,0.0029581487,0.70798343,2.120018,0.18051708,0.5094738,2.0147793,0.022704232,0.29569176,0.014741793,0.24080455,1.277606,1.4211353,2.9619272,0.1698273,0.49529094,0.9415688,0.5686957,0.009807926,0.019918159,1.1512647,0.04039523,0.5811741,3.0914145,1.7824051,1.5363238,2.4355505,1.6564162,1.2751983,0.32731396,0.008310107,2.8842666,0.050095342,0.24633156,3.1456788,1.5382814,2.9392154,0.1028326,3.2059355,0.013092402,0.24282049,2.2525396,0.069062114,0.58460397,0.11816627,0.049882192,0.06405574,0.11427682,1.4881616,0.7703459,0.036314394,0.12359904,0.008373846,2.5960584,1.7509087,0.17437994,0.94175327
neuron,0.06558177,0.21571995,0.677755,0.113064095,0.8050686,0.08244646,0.2048039,0.31811938,0.020500252,0.23337662,0.3115912,0.07525628,0.2916234,0.076700486,0.32740617,0.10680422,0.82560015,0.42208755,0.35924536,0.506753,0.12203388,0.28432736,0.5929034,0.38531506,0.09266031,0.012296429,0.06958745,0.370217,0.25760186,0.6886106,0.2805073,0.3221141,0.05075091,1.4250861,0.5018814,0.73477685,0.23329508,0.32825884,0.04302808,0.5425687,0.20534615,0.117215365,0.13731349,0.64908,0.11158993,0.27907068,0.18499893,0.51093507,0.28110197,0.12063543,0.17034721,0.12104288,0.26274335,0.06845588,0.7899631,0.040445145,0.41768885,0.44488227,0.307814,0.45520285,0.815896,0.48760694,0.60283643,0.17969018,0.060887717,0.11590438,0.1258472,0.18088235,0.49921465,0.20211193,0.5062128,0.3333801,0.43242088,0.39672306,0.15312529,0.2811253,0.44495815,0.15579051,0.45683306,0.13216422,0.09757763,0.10283839,0.0439646,0.39291123,0.3090436,0.3934279,0.18937202,0.2803266,0.41046324,0.19967622,0.048984364,0.6391031,0.15048604,0.91416025,0.51683676,0.7074313,0.145122,0.24518615,0.7317529,0.2814647,0.24863732,0.08544172,0.1693992,0.2659558,0.05909123,0.1896215,0.0589791,0.9824785,0.07635866,0.5704881,0.44007725,1.957588,2.0236454,0.3927017,0.06951002,0.28730685,0.50333565,0.1941006,1.1351964,0.6703939,0.7673839,0.14730117,0.2897257,0.20710908,0.14333154,0.7164498,0.07964165,0.43315545
neutrophil,0.5612112,0.15195297,0.23550217,0.07280399,3.9245996,4.0195093,0.05329389,1.3822178,0.42847037,1.9104265,0.0060177953,0.34643736,0.13001686,1.2090328,0.88470817,4.8117776,0.1954066,1.8674998,4.9110713,0.2423076,0.63346887,2.2792323,0.06961213,4.068365,0.69149834,2.1224542,2.608119,0.27810952,0.016498612,0.3870073,0.41731504,0.62631464,3.0119991,0.66184515,0.018678445,1.9183197,0.076123424,2.1595695,0.012608901,0.16842984,0.004219615,0.018514756,1.1297461,0.1217607,0.06975628,0.05166325,3.4780002,3.5068283,1.453092,1.4923046,1.1364405,1.30966,0.052929435,4.184827,0.019925063,3.9485247,0.032392696,1.4579644,0.045063145,2.0886984,1.0524282,0.018119238,0.009769891,0.79400265,0.38179523,0.121266246,0.124290064,0.53963697,0.11167905,0.023164934,0.9659578,0.04401818,0.3952581,1.9129851,0.02180582,0.036252603,0.05024857,0.027563704,0.030590162,1.8447957,1.185315,3.1132665,4.4066315,0.06907304,4.389842,1.9015062,0.0129298605,0.366225,0.017285125,0.09448679,2.0505738,0.34601948,0.023295926,0.88768685,0.13536215,3.7943854,1.6082239,0.16445531,5.2785554,0.65041375,1.0233047,0.96581185,0.02193394,1.2011294,1.9948865,0.3453449,2.9844306,0.18522587,0.81350595,0.25902393,2.9250903,0.41484308,1.4650502,1.9610225,0.08066311,0.013008123,0.3794238,0.30528945,0.040193807,0.1934615,0.012246974,2.2257113,1.2526085,2.5832348,0.9196028,0.30104828,0.18505692,1.1526423
non-classical monocyte,0.29534245,0.569201,0.35769913,0.07075028,0.4319588,0.20386101,0.49482045,0.32485417,0.018405527,0.53828216,0.05289211,0.05450444,0.33645943,2.4391701,1.8355547,3.226091,3.445219,0.27351326,1.5821435,3.1544437,2.022244,2.0429308,0.12791432,3.0393949,0.3889033,0.16714604,0.71721774,0.0643523,0.25719884,1.0725414,0.7559421,0.04597679,0.08473287,0.21272394,1.3334613,0.14650258,1.2370558,0.045181233,0.06735794,0.053142246,0.7945772,2.220184,2.0651784,0.4986254,0.10079637,0.011607527,1.2230276,0.56259805,1.0972519,1.619729,1.6093602,0.018645627,0.15054601,0.24550208,0.15197851,1.1757635,1.8398837,0.27897277,1.868303,1.7293712,0.4599578,0.85485065,3.130716,0.032371037,2.2803862,1.0051068,1.7699473,0.07569175,0.005710297,1.3496381,0.3081924,0.5641494,0.0069838897,0.48215204,0.23098995,0.22301316,1.3649156,0.036714848,0.036069278,0.30194944,0.9502146,2.6474016,0.26249775,2.579644,0.13449018,0.58558285,0.089610435,0.1688945,0.30721512,0.8844255,0.100727804,0.9129975,0.8999649,1.2061381,1.6137848,1.2233094,1.0532932,0.24806266,0.7012778,1.1680756,0.43136677,0.95347404,1.408923,1.0103111,1.8491826,0.285275,1.0169765,0.0597572,0.58469814,0.43686128,0.3532016,0.18731299,0.2672461,3.014319,4.0603805,0.016539978,0.10621466,0.06758051,0.47401118,0.68850964,0.25658938,0.7138492,0.57089543,0.9285505,1.4496895,0.9420785,0.4843857,0.40534636
oligodendrocyte,0.66568387,0.029829262,0.16828631,0.4196212,0.11084943,0.10306972,0.17880045,1.0040157,0.29331484,0.4849887,0.016487246,0.24027467,0.0137006305,0.18828522,0.8360626,0.39405283,1.2172943,0.05013487,0.13817282,0.20581104,0.8322585,0.118641935,0.52330863,0.031038122,0.5858786,0.057562076,0.7750806,0.046436265,0.006703257,0.44184473,0.28953117,1.1995173,0.114112385,0.20254974,0.044344258,0.44910046,0.056393206,0.34183934,0.12047914,0.053057715,0.017226363,0.095086284,0.24603443,0.0057890476,0.031535145,0.21600461,0.9962544,4.147353,0.16763808,0.37547144,1.0203965,0.07463645,0.020030858,0.49610257,0.045560643,0.19151206,0.13285266,0.16475566,0.035566047,0.1354367,0.13562635,0.004604532,0.034388475,0.37697318,0.50692433,0.3001957,0.16634907,0.11005605,1.2631537,0.053946927,0.044972416,0.056334596,0.52152,1.8315089,0.0339827,0.111785784,0.10050251,0.1268804,0.011597428,0.33626875,0.3446945,0.40860343,0.2676964,0.21788518,0.8645309,0.2656007,0.21076466,0.11560792,0.7235782,0.15633664,0.42034686,0.30039945,0.042225026,0.19165738,0.45587614,0.12356135,0.5326882,6.0979238,1.1118472,0.0947854,0.21096787,0.45839268,0.11572187,0.41333464,1.7793517,0.060887113,0.16107516,0.30126104,0.12661389,0.18041639,0.19608575,0.9655106,0.015183346,0.057210125,0.82791984,0.3779951,0.17455362,0.015252946,0.24266705,0.16646281,0.073274694,0.8151318,0.22307073,1.648929,0.0075073764,0.28309438,0.3934596,0.024383094
oligodendrocyte precursor cell,0.20837665,0.060939226,1.3185847,0.42891258,0.11982385,0.005625853,0.12333944,1.5474255,0.10523632,0.17290913,0.25159916,0.3423851,0.3866046,0.05732502,0.2778812,0.112854734,0.9923843,1.7882458,0.044268306,1.826,1.6027181,2.358104,0.95373064,1.5192115,0.30030242,0.013600897,0.12905823,0.07053192,1.4214463,2.2574894,2.1240146,1.0366427,0.8161127,0.06539347,1.5034907,2.0160065,0.19997151,0.054717407,1.4340878,0.9821912,0.63035977,1.9356296,0.36339456,0.39335245,0.0969774,0.2477655,0.090117715,0.07138851,0.09276072,0.0702751,0.13443553,0.37300742,0.13630398,0.38103288,0.9155537,0.019309731,0.85573065,0.40652668,0.055744488,0.10678393,0.75759465,1.87918,2.6845965,0.24123831,0.086973324,0.7431606,0.21566293,0.3571785,0.24003431,0.3443144,0.45227474,1.3690423,0.038463507,0.108127944,0.11759479,0.12026873,0.22814831,0.65324044,0.68460447,0.4519518,0.64460105,0.35365847,0.06592474,0.033637363,0.5601132,0.16214418,0.29642648,0.58221114,0.4911049,0.60628414,0.23329672,0.19115773,0.74363476,0.2467495,1.1855688,1.283837,2.7707334,1.3449811,0.06159335,0.14108174,1.350819,0.028956484,0.053191226,0.019672439,1.4205137,2.7245486,0.10619741,0.9926732,0.034395475,0.4203199,1.2282226,2.9075773,0.011581454,0.05638752,0.17489402,2.1596434,0.9748591,0.013642708,0.08700655,1.3536671,0.21143894,0.8250436,0.82475954,1.5355663,0.25802714,0.041001312,0.06199108,1.258576
paneth cell,0.28811073,1.8420199,0.21895081,0.010311812,0.43292952,0.002173641,0.004221695,3.4293811,0.013263535,2.3447661,0.0036080924,0.007923486,1.4302368,0.07493524,0.07399954,0.86579347,0.061800998,2.4428744,0.043081477,0.09908341,0.062802546,0.0019525562,2.272642,0.030559748,0.61491776,0.39066774,4.2002697,0.012956819,0.29391253,0.018038012,0.069570035,2.0701332,3.498151,0.008255125,1.6093602,0.0012160522,0.7127766,0.0051982063,0.0073785703,1.4490012,0.13215688,5.3529005,5.991476,0.0043395027,0.04509993,0.005162446,4.957379,7.4649,0.052123073,0.1998864,1.4403268,3.731707,0.7001219,4.154998,1.0740646,0.4638294,2.5864584,2.1163535,0.054867513,0.035428546,0.6650989,0.38075536,6.5620847,0.05378294,0.020748539,0.31014496,5.16287,2.2497785,5.738073,0.008641533,0.02382536,0.010287533,2.9116762,0.08283771,2.0994654,0.67486507,0.09745174,1.69667,5.262596,1.0379155,0.05117965,0.0064986125,0.40307695,3.8085063,4.817774,1.2245535,0.114677936,0.0308882,0.012872847,0.0076610455,0.9265484,0.0011340041,0.5350557,0.31532544,0.00846444,0.15869214,2.53646,2.753277,0.015802352,0.1314759,0.0027011493,0.7993745,1.2503202,1.1529272,0.7204136,0.048612118,0.91649204,7.2542396,1.0099721,0.007957018,0.010591243,0.017699577,1.5125201,0.36465585,0.0050988747,2.8323576,1.6096339,0.059283767,3.2604418,6.766961,2.4508662,0.066311814,4.9314322,0.030374933,0.01742719,5.264272,0.038610857,0.0036460278
pericyte,0.31856063,2.5791168,0.27802968,2.4735792,0.4200593,1.2471676,0.21542725,0.118269175,2.2966049,1.1513262,1.4559803,0.49735984,0.35683197,0.10522913,1.0351759,0.030528462,2.205814,2.0429237,2.3169916,0.13683826,0.17797323,1.660216,1.0283815,0.45997426,3.3123033,2.2856734,1.6026397,1.8523227,0.15799733,0.40061072,0.22036536,0.30158886,1.2583193,1.568133,0.2717725,0.19293642,0.10009199,1.5728788,0.79780835,0.17407826,1.2188355,1.0548767,2.264446,1.4022855,1.0621616,1.1207199,2.669258,1.5267249,0.79280806,0.13373932,1.8494335,0.55703247,2.6398027,0.023844788,2.014931,1.8753124,0.064426996,2.4202843,0.93055046,0.2363209,0.20424566,1.2609088,1.7347652,1.4244812,0.42317137,0.15162852,1.4049462,0.6421024,3.2219698,0.14558904,0.62674,2.3564525,0.5720918,2.0676532,0.054838516,0.6041214,0.6426681,1.5178703,0.03893425,0.76591533,0.6190025,0.10610628,1.5328832,1.9042609,1.4819548,0.1807688,0.2804748,0.32266098,0.25870964,0.98012,2.0509565,0.22983207,0.08838899,0.76498216,1.6262372,2.919535,0.17290498,0.16809903,0.2086788,0.9240904,0.2035726,2.1927893,2.928674,0.0825548,1.2502443,1.9787574,1.7351136,0.26845542,0.33813575,0.23280104,0.16900733,2.1345787,0.027701797,0.12533554,0.05451824,0.14117274,0.3720316,1.100641,0.23316976,2.6980464,1.2238739,0.87287873,2.279517,0.9088033,1.4020642,1.0673006,0.06740283,0.9524955
plasma cell,0.65937287,1.3163741,0.9579504,2.783648,2.5033891,0.3931419,1.0325233,1.1054536,0.1935767,1.6944607,0.067031264,0.77572465,0.29649806,1.0275854,0.082644306,0.32328302,2.082968,0.13234168,0.55868685,0.07181417,0.09677066,0.45609063,1.171267,2.4477162,0.22763279,0.38888013,1.6904262,0.108455114,0.35051972,0.03688292,0.12636065,0.10757094,2.465915,0.7209721,0.32388747,1.0230981,1.2249283,0.48062128,0.56880045,0.9021613,0.014869529,0.13430907,0.17021163,3.0731778,1.4798458,0.051416926,0.19930851,0.12043952,1.3703966,0.7791647,0.16095747,3.8974645,0.31509635,0.8420146,0.17523228,0.1609123,0.21703184,0.028875215,0.05058641,0.16239934,1.4531033,0.048745055,0.5172347,1.7739193,0.68643755,1.9007075,0.740089,0.4656991,0.30873957,0.13592415,0.18728231,1.9412378,0.22982381,1.3147968,0.77976793,0.9609269,1.8455006,1.6687862,0.452043,0.19356033,0.25013688,2.256551,1.0813614,1.126512,2.6027408,2.2990916,0.14332134,2.919874,1.4645417,0.07940008,4.0119386,0.16975497,1.4068644,1.4809114,0.13442464,0.52183485,0.09379861,0.07532748,0.32083735,2.9749787,0.2452109,0.19091536,0.447724,1.2991059,0.82701397,0.16883355,0.29780248,1.8935016,1.2512486,0.25970942,0.13498385,1.452541,2.9823387,1.5476604,4.153182,0.270609,0.14716712,0.28974527,0.09061817,1.148264,0.18764418,0.55902237,0.8806978,2.1485264,0.85739803,2.2200806,0.10792497,0.12137205
plasmablast,0.04821346,0.22468902,0.24397346,5.1240373,0.5360387,0.030719327,1.7622442,3.9430134,2.7249355,0.43783662,0.056472328,1.6204556,1.0019649,0.034141675,0.0562783,0.78382003,1.0257912,0.028005373,0.123947576,0.064827845,0.36820063,0.14570713,1.3797952,3.9196267,0.030818788,0.065436624,0.17308569,0.76658475,1.5660416,0.01861675,1.1881646,0.28150162,1.2599107,2.2737103,1.5941784,1.1797318,2.9578762,0.21607731,0.019427203,0.5586836,0.02549095,3.77757,0.033513658,3.438009,0.7607681,1.3279614,0.11773113,0.08607364,0.22577555,1.5308896,2.1963434,2.4476907,2.3909962,0.16162913,3.0886931,0.004999776,0.3002704,0.018209422,0.06223101,1.849285,2.5562525,0.0863117,2.320292,0.10035037,0.032552138,1.0546979,0.74853253,0.72800946,0.25320172,0.55296934,0.042986423,4.276931,0.60405195,0.4236125,0.38123593,0.15033647,0.025155064,2.7972262,0.44327098,1.0661818,0.11511816,0.5157281,3.1743631,1.7296628,0.024279784,5.8147154,0.2696926,0.29733917,0.87347096,0.9090036,0.105901614,0.637174,1.3947101,2.592722,0.8236747,1.7624378,0.12467422,2.3949606,1.5798281,0.10055866,0.3338255,2.0538578,0.45981812,1.8663335,1.0258144,0.023962315,6.1132855,2.5163748,0.10283945,2.7310004,0.54148513,0.04490349,0.7734033,4.3579435,4.9450107,0.009618532,0.03037626,0.36827776,1.3153263,0.3819299,0.19345869,1.8435951,0.98502386,0.0445942,2.2988715,0.18844433,0.036507048,1.4771668
plasmacytoid dendritic cell,3.4884777,3.6242762,3.3292043,0.14867944,0.032016244,2.1834676,1.7342685,0.12878686,0.025746781,3.3648908,0.10423675,0.11149169,2.1176245,0.20180085,0.010853279,3.9841921,0.045791395,0.9731132,0.1492899,0.33904463,3.4674056,2.2742937,0.006204158,0.3944414,0.9797461,2.5970175,0.25570562,0.27294067,0.69160634,0.22038502,1.4777876,1.4563196,0.22559255,0.115185335,0.4915406,1.4437323,2.0272973,0.046457842,0.009536459,0.05233557,0.17202169,0.37454087,0.48642626,0.09098972,0.39195937,0.026599545,0.64671236,2.5024147,0.71665645,2.5695772,0.034201078,2.172525,2.4696097,1.7108717,0.41590008,0.2517142,0.07543417,0.52119344,0.015692111,0.4337147,0.16176724,0.0358028,0.2975579,0.22848909,0.049717247,1.8096474,1.6324162,2.030033,0.17057832,0.035577934,0.113603145,3.2613726,2.1809773,1.3354758,1.3555235,0.62673014,3.7680745,0.10628313,3.2543092,0.29495913,2.2299757,1.4596046,1.7446219,0.8203944,0.6524067,5.0205636,3.0624144,0.0677221,0.52183205,0.25696394,0.12115347,0.22196417,2.243924,0.47679213,1.8383723,0.80168295,0.23887049,0.41857296,0.1569005,1.8659341,0.7008426,0.80707794,3.1117501,1.3508923,1.1579134,0.021945093,1.2832073,3.6602046,2.1544983,2.9151065,0.44196373,0.0825796,1.9976693,4.810184,2.3408172,1.1644136,3.2153065,0.2046152,1.2847321,0.44082013,0.14867714,1.8477191,0.45061183,0.016032645,0.13259111,1.748616,2.1362622,0.092172526
platelet,0.8874544,0.50956076,1.5580382,1.3876255,1.4683673,3.8893895,1.7998475,0.09954806,0.01332256,0.31546554,0.41889527,0.033684485,1.0926356,0.36216328,0.03624174,0.12973735,3.4803429,0.110653184,2.843069,0.9128337,2.4958296,1.2043934,0.016019717,2.4818463,1.0984416,0.24755375,0.14107086,0.43725964,3.8969736,1.1554478,2.504492,0.29559967,1.1101483,0.038807113,0.4926512,0.74828464,0.030383255,0.54248846,0.041551773,0.07222146,0.21372007,0.86930996,2.5636394,1.3644439,3.236994,2.123344,0.8336381,1.2164862,0.21835749,1.5189912,0.8434157,0.43859226,0.4411605,0.40840518,0.10899626,0.7532676,0.021464242,0.6079753,0.012528655,0.3256064,1.5750443,3.5480814,0.17663698,0.07817411,2.9559178,0.112975046,1.3077585,2.831345,0.08373596,2.0808094,0.42930344,0.78879434,0.9125989,0.02084204,0.027196083,1.2897155,0.92161614,3.1260383,4.610053,0.86249316,0.19786882,2.8280957,1.4740443,0.056273,0.05426662,4.199384,0.56327903,0.11287953,0.08775914,4.065769,0.32676432,0.03058081,0.018719023,0.72506666,1.5761129,2.0816798,3.991476,1.3776879,2.4280708,1.6331348,0.89128953,2.0261362,3.5200984,2.506093,0.09697713,1.4063785,0.8305195,0.12481398,2.058205,0.81650597,3.9469562,0.27892542,0.050277352,0.13732515,1.2719158,0.06950613,2.9697864,0.028885707,2.5356662,0.6098165,0.0977664,1.0549935,0.24474232,0.57984006,0.4651669,2.1650517,0.02400962,0.99039465
precursor B cell,0.89933455,0.22834212,1.8455099,0.043444823,0.044910725,5.3243837,0.15743093,2.9791768,1.2699885,7.776883,0.028987123,0.11451893,2.1900537,1.2960932,0.11899373,5.1826043,1.5628812,0.53053796,4.3424487,5.9008017,2.060316,1.6812655,0.2881841,5.2392364,0.459498,0.023921058,0.04109498,3.0367453,0.049850892,3.5010388,0.7445844,1.9877517,1.8986465,0.21653233,0.010743733,1.3754936,2.9928262,0.102137424,2.3420937,0.07743713,0.048916943,0.46365675,0.15223542,0.4525846,0.06645032,0.38145065,0.94299227,2.2957973,4.8177085,0.3447192,0.0630548,0.018413877,0.046443116,0.09662368,0.005947311,0.0061045317,0.023808388,3.1672554,2.0078332,0.05343803,0.058229607,0.017635228,0.24088858,2.139375,0.3563758,2.50856,1.2105789,0.09392857,2.018895,6.866744,0.05251813,0.17593583,0.30784115,0.13962403,0.58447593,0.010847507,1.8056457,0.052309483,0.18310541,0.01707407,1.0446808,0.05852425,4.3220987,2.1386306,2.2854154,6.219069,0.005571177,2.015865,0.684285,0.16803712,4.069348,0.06584833,0.6001881,0.030093372,1.0287144,1.8289943,0.4673898,3.4819973,3.9196396,0.016113166,0.122723155,0.030669961,0.4132965,0.70785576,2.996716,1.5174829,0.16290924,0.08189646,1.2417821,2.6882603,3.9679074,0.039575294,2.5209591,4.0961413,5.454015,2.4572487,0.03306262,0.08907754,0.048911303,1.4852338,0.42509866,0.35793036,0.14052257,0.18445316,0.029334126,1.8753885,0.51589435,0.5403677
pro-B cell,1.0641817,1.4222729,0.09080185,1.7910501,0.72775465,5.7482796,0.13941398,0.02175524,4.445295,1.6740612,0.6581163,2.7338388,3.8701088,0.086949766,2.17487,3.8432546,0.121384464,3.4869978,4.101503,1.8162218,0.06266349,1.7749091,0.054873925,0.10045983,2.4575982,1.3333005,0.036306847,6.278754,2.121471,0.17281835,0.020520277,0.17161992,2.4046247,0.69170046,0.1420865,1.0997058,1.348945,0.26647824,0.01174248,0.015262305,0.045425795,0.26156983,1.3241287,1.0576134,0.5437386,1.9002588,0.56270343,1.905233,0.1486372,0.1787332,0.7212011,0.1592814,2.4101574,0.42224097,0.011526443,0.2611826,0.25245187,0.012601062,0.21070473,0.4681249,0.2473669,0.0406265,1.0907795,1.5243099,0.08929205,0.09719576,0.89101505,0.014943424,4.061456,0.07614913,0.036979884,0.18629217,2.6237571,2.4302943,3.64044,0.31746554,3.9243922,6.6570563,0.9292006,0.42062607,1.9943293,0.017861022,0.37557262,1.6601691,4.0172863,6.7504716,0.16919363,0.10028288,0.025288379,0.18019001,3.5652633,0.88172245,0.04030051,0.33764923,0.08034335,3.3864245,0.20049551,1.5810814,0.040679228,0.010590367,0.08032603,7.076431,0.6636404,0.26129127,0.05534365,1.3256723,0.08757265,0.025515262,0.06939634,1.4761872,1.3135604,0.3012652,4.695752,6.4719586,1.2437285,0.26716596,2.5434082,4.6573696,0.23973499,3.109347,7.6616945,0.13443199,4.4102726,0.026715534,0.12372482,1.654509,1.0333768,0.12035753
promonocyte,1.0871094,0.021038499,0.03219737,0.9174429,0.051373247,2.8791692,0.36470413,0.0064220955,3.773654,1.6906521,0.5092718,1.8215929,0.06880305,0.017817158,5.7360272,3.3590815,0.036532003,4.814373,4.6731253,1.1538451,3.3952985,3.3908193,0.014295656,2.1213398,5.431259,3.6948407,0.04223712,0.40503472,2.3670692,0.15194224,1.5298831,0.12702315,3.1654937,1.839292,0.008467576,4.7265425,0.7282742,8.25678,5.6667557,0.3443412,0.004516893,0.017562013,0.0063843797,0.06702596,7.950184,0.13817891,0.049065992,0.13919333,0.028759021,0.7114666,0.9648811,1.1036395,0.22579135,0.06961843,0.0136715835,0.008312036,0.2689399,0.6570174,4.502188,0.85648483,0.08689488,0.01988792,0.06175997,0.07394063,0.0035419534,0.31980094,3.009561,1.447255,0.110726185,0.011711697,0.029659458,7.9865627,1.1120776,1.3985057,0.027527573,0.63825554,0.01821089,0.5817554,1.3137343,0.013387128,0.500849,0.017122297,0.2347812,0.02698941,0.08398616,4.6121707,0.002696995,3.034335,2.953086,0.19419612,4.841396,2.3876104,0.083713315,0.16051547,2.8155253,2.655976,0.1342218,0.06544393,3.297635,0.040817548,1.2161082,1.0794594,0.013922947,2.151066,2.8319046,0.058352303,2.6175034,0.01505581,0.26066658,0.20053643,2.3666658,0.017469333,6.2713065,0.50922686,0.108747356,0.09953252,0.025081467,4.3803144,0.027316362,0.36229122,1.2843064,0.013203666,0.008332427,0.0072971922,0.025697686,0.009076556,2.3811,0.16039634
